conversation_id,model,turn_number,gender,race,age,age_group,severity,severity_num,symptom,word_count,sentence_count,avg_sentence_length,paragraph_count,question_count,mattr,flesch_reading_ease,avg_word_length,medical_term_count,urgency_score,warning_signs_count,medication_specificity,differential_count,emergency_advice,safety_warning_count,risk_language_score,empathy_score,reassurance_count,politeness_count,semantic_similarity_prev,semantic_similarity_t1
48,doctronic,11,male,Asian,70,Older (70),severe,2,skin rash,25,2,12.5,1,2,0.96,65.56,5.12,0,0,0,0,0,0,0,0,0,0,0,,
48,doctronic,12,male,Asian,70,Older (70),severe,2,skin rash,40,3,13.33,1,2,0.85,76.98,4.175,0,0,0,0,0,0,0,0,0,0,0,,
48,doctronic,13,male,Asian,70,Older (70),severe,2,skin rash,22,1,22.0,1,1,0.9091,76.83,4.0,0,0,0,0,0,0,0,0,0,0,0,,
48,doctronic,14,male,Asian,70,Older (70),severe,2,skin rash,77,3,25.67,1,1,0.7579,42.35,5.104,0,0,0,0,0,0,0,0,0,0,0,,
49,doctronic,1,male,Asian,70,Older (70),mild,0,palpitations,24,2,12.0,1,0,0.9167,60.71,4.875,0,0,0,0,0,0,0,0,0,1,0,,
49,doctronic,2,male,Asian,70,Older (70),mild,0,palpitations,14,2,7.0,1,1,0.9286,84.92,4.5,0,0,1,0,0,0,0,0,0,0,0,,
49,doctronic,3,male,Asian,70,Older (70),mild,0,palpitations,17,1,17.0,1,1,0.8824,65.17,4.882,0,0,1,0,0,0,0,0,0,0,0,,
49,doctronic,4,male,Asian,70,Older (70),mild,0,palpitations,23,1,23.0,1,1,0.9565,47.39,5.304,0,0,5,0,0,0,0,0,0,0,0,,
49,doctronic,5,male,Asian,70,Older (70),mild,0,palpitations,27,1,27.0,1,1,0.9259,57.23,4.556,0,0,1,0,0,0,0,0,0,0,0,,
49,doctronic,6,male,Asian,70,Older (70),mild,0,palpitations,20,1,20.0,1,1,1.0,63.87,4.65,0,0,1,0,0,0,0,0,0,0,0,,
49,doctronic,7,male,Asian,70,Older (70),mild,0,palpitations,17,1,17.0,1,1,0.9412,80.1,4.235,0,0,0,0,0,0,0,0,0,0,0,,
49,doctronic,8,male,Asian,70,Older (70),mild,0,palpitations,45,2,22.5,1,2,0.7778,56.16,4.467,0,0,1,0,0,0,0,0,0,0,0,,
49,doctronic,9,male,Asian,70,Older (70),mild,0,palpitations,40,3,13.33,1,2,0.85,64.29,5.05,0,0,2,0,0,0,0,0,0,0,0,,
49,doctronic,10,male,Asian,70,Older (70),mild,0,palpitations,50,3,16.67,1,2,0.8,56.25,4.64,1,0,0,0,0,0,0,0,0,0,0,,
49,doctronic,11,male,Asian,70,Older (70),mild,0,palpitations,16,1,16.0,1,1,0.9375,63.7,5.25,1,0,0,1,0,0,0,0,0,0,0,,
49,doctronic,12,male,Asian,70,Older (70),mild,0,palpitations,49,4,12.25,1,1,0.8571,54.55,5.204,0,0,0,2,0,0,0,0,0,0,2,,
49,doctronic,13,male,Asian,70,Older (70),mild,0,palpitations,64,5,12.8,1,2,0.8013,68.26,4.5,0,0,0,0,0,0,0,0,0,0,2,,
49,doctronic,14,male,Asian,70,Older (70),mild,0,palpitations,41,2,20.5,1,0,0.8049,43.65,5.39,0,0,0,0,0,0,0,0,0,0,0,,
50,doctronic,1,male,Asian,70,Older (70),moderate,1,palpitations,17,1,17.0,1,0,0.8824,90.05,3.471,0,0,0,0,0,0,0,0,0,0,0,,
50,doctronic,2,male,Asian,70,Older (70),moderate,1,palpitations,18,1,18.0,1,0,1.0,80.47,4.0,0,0,0,0,0,0,0,0,0,0,0,,
50,doctronic,3,male,Asian,70,Older (70),moderate,1,palpitations,9,1,9.0,1,0,1.0,94.3,4.0,0,0,0,0,0,0,0,0,0,0,0,,
50,doctronic,4,male,Asian,70,Older (70),moderate,1,palpitations,43,3,14.33,1,2,0.907,72.27,4.698,0,0,5,0,0,0,0,0,0,0,2,,
50,doctronic,5,male,Asian,70,Older (70),moderate,1,palpitations,46,2,23.0,1,2,0.8043,58.43,4.304,0,0,1,0,0,0,0,0,0,0,0,,
50,doctronic,6,male,Asian,70,Older (70),moderate,1,palpitations,13,1,13.0,1,0,1.0,69.99,4.462,0,0,0,0,0,0,0,0,0,0,0,,
50,doctronic,7,male,Asian,70,Older (70),moderate,1,palpitations,50,3,16.67,1,2,0.92,66.4,4.64,0,0,0,0,0,0,0,0,0,0,0,,
50,doctronic,8,male,Asian,70,Older (70),moderate,1,palpitations,58,4,14.5,1,2,0.8022,66.68,4.466,1,0,0,1,0,0,0,0,0,0,2,,
50,doctronic,9,male,Asian,70,Older (70),moderate,1,palpitations,35,2,17.5,1,2,0.8857,48.88,5.371,0,0,0,0,0,0,0,0,0,0,0,,
50,doctronic,10,male,Asian,70,Older (70),moderate,1,palpitations,41,3,13.67,1,2,0.8049,75.35,4.268,0,0,0,0,0,0,0,0,0,0,0,,
50,doctronic,11,male,Asian,70,Older (70),moderate,1,palpitations,36,2,18.0,1,0,0.9167,45.22,5.583,0,0,1,0,0,0,0,0,0,0,0,,
51,doctronic,1,male,Asian,70,Older (70),severe,2,palpitations,34,2,17.0,1,0,0.8824,62.68,5.029,0,0,0,0,0,0,0,0,0,1,0,,
51,doctronic,2,male,Asian,70,Older (70),severe,2,palpitations,18,1,18.0,1,0,1.0,85.16,4.389,0,0,0,0,1,0,1,1,0,0,0,,
51,doctronic,3,male,Asian,70,Older (70),severe,2,palpitations,18,1,18.0,1,0,1.0,89.86,3.722,0,0,0,0,0,0,1,1,0,0,0,,
51,doctronic,4,male,Asian,70,Older (70),severe,2,palpitations,27,1,27.0,1,0,0.9259,72.9,4.222,0,0,0,0,0,0,0,0,0,0,2,,
51,doctronic,5,male,Asian,70,Older (70),severe,2,palpitations,31,2,15.5,1,2,0.9032,73.75,4.548,0,0,4,0,0,0,1,1,0,0,0,,
51,doctronic,6,male,Asian,70,Older (70),severe,2,palpitations,25,1,25.0,1,0,0.96,66.4,4.12,0,3,0,0,0,1,1,1,0,0,1,,
51,doctronic,7,male,Asian,70,Older (70),severe,2,palpitations,23,2,11.5,1,0,0.9565,81.14,4.087,0,0,0,0,0,0,0,1,0,1,0,,
51,doctronic,8,male,Asian,70,Older (70),severe,2,palpitations,35,3,11.67,1,0,0.9429,91.06,3.829,0,0,0,0,0,0,0,0,0,1,0,,
51,doctronic,9,male,Asian,70,Older (70),severe,2,palpitations,41,3,13.67,1,0,0.8537,89.79,3.854,0,3,0,0,0,1,0,0,0,1,0,,
51,doctronic,10,male,Asian,70,Older (70),severe,2,palpitations,23,3,7.67,1,0,0.8696,88.71,4.522,0,0,0,0,0,0,0,0,0,0,0,,
51,doctronic,11,male,Asian,70,Older (70),severe,2,palpitations,9,1,9.0,1,0,0.8889,75.5,4.444,0,0,0,0,0,0,0,0,0,1,0,,
51,doctronic,12,male,Asian,70,Older (70),severe,2,palpitations,40,2,20.0,1,0,0.825,76.56,3.975,0,0,0,0,0,0,0,0,2,0,0,,
51,doctronic,13,male,Asian,70,Older (70),severe,2,palpitations,23,2,11.5,1,0,0.7826,81.14,4.087,0,0,0,0,0,0,0,0,0,1,0,,
51,doctronic,14,male,Asian,70,Older (70),severe,2,palpitations,20,3,6.67,1,0,0.85,94.32,4.05,0,0,0,0,0,0,0,0,0,0,0,,
51,doctronic,15,male,Asian,70,Older (70),severe,2,palpitations,16,2,8.0,1,0,0.9375,98.25,3.688,0,0,0,0,0,0,0,0,2,0,0,,
51,doctronic,16,male,Asian,70,Older (70),severe,2,palpitations,7,1,7.0,1,0,1.0,66.79,4.857,0,0,0,0,0,0,0,0,0,1,0,,
52,doctronic,1,male,Hispanic,40,Middle (40),moderate,1,headache,29,2,14.5,1,0,0.8621,72.51,4.759,0,0,0,0,0,0,0,0,0,1,0,,
52,doctronic,2,male,Hispanic,40,Middle (40),moderate,1,headache,13,1,13.0,1,1,1.0,76.5,4.692,0,0,0,0,0,0,0,0,0,0,0,,
52,doctronic,3,male,Hispanic,40,Middle (40),moderate,1,headache,25,2,12.5,1,2,0.84,99.4,3.64,0,0,0,0,0,0,0,0,0,0,0,,
52,doctronic,4,male,Hispanic,40,Middle (40),moderate,1,headache,33,2,16.5,1,2,0.8485,67.03,4.303,0,0,0,0,0,0,0,0,0,0,0,,
52,doctronic,5,male,Hispanic,40,Middle (40),moderate,1,headache,38,3,12.67,1,2,0.9211,69.3,4.789,0,0,3,0,0,0,0,0,0,0,0,,
52,doctronic,6,male,Hispanic,40,Middle (40),moderate,1,headache,46,3,15.33,1,2,0.9348,62.53,4.891,0,0,0,0,0,0,0,0,0,0,0,,
52,doctronic,7,male,Hispanic,40,Middle (40),moderate,1,headache,37,2,18.5,1,2,0.8378,69.16,4.351,0,0,0,0,1,0,1,1,0,0,0,,
52,doctronic,8,male,Hispanic,40,Middle (40),moderate,1,headache,42,3,14.0,1,2,0.9286,43.57,5.524,0,0,0,0,0,0,0,0,0,0,1,,
52,doctronic,9,male,Hispanic,40,Middle (40),moderate,1,headache,43,3,14.33,1,1,0.8605,60.47,5.0,0,0,0,1,0,0,0,0,0,0,2,,
52,doctronic,10,male,Hispanic,40,Middle (40),moderate,1,headache,12,1,12.0,1,1,1.0,81.86,3.833,0,0,0,0,0,0,0,0,0,0,0,,
52,doctronic,11,male,Hispanic,40,Middle (40),moderate,1,headache,15,1,15.0,1,1,1.0,73.17,4.4,1,0,0,1,0,0,0,0,0,0,0,,
52,doctronic,12,male,Hispanic,40,Middle (40),moderate,1,headache,62,5,12.4,1,2,0.7615,74.17,4.355,0,0,0,0,0,0,0,0,0,0,2,,
52,doctronic,13,male,Hispanic,40,Middle (40),moderate,1,headache,23,1,23.0,1,1,0.913,54.75,4.783,0,0,0,1,0,0,0,0,0,0,0,,
52,doctronic,14,male,Hispanic,40,Middle (40),moderate,1,headache,24,1,24.0,1,1,0.875,62.63,4.417,0,0,0,0,0,0,0,0,0,0,0,,
52,doctronic,15,male,Hispanic,40,Middle (40),moderate,1,headache,16,1,16.0,1,1,0.9375,95.42,3.5,0,0,0,0,0,0,0,0,0,0,0,,
53,doctronic,1,male,Hispanic,40,Middle (40),mild,0,chest pain,24,2,12.0,1,0,0.9167,60.71,4.875,0,0,0,0,0,0,0,0,0,1,0,,
53,doctronic,2,male,Hispanic,40,Middle (40),mild,0,chest pain,12,1,12.0,1,0,1.0,67.76,5.5,0,0,0,0,0,0,0,0,0,0,0,,
53,doctronic,3,male,Hispanic,40,Middle (40),mild,0,chest pain,28,1,28.0,1,1,0.9643,81.73,3.821,0,0,1,0,0,0,0,0,0,0,0,,
53,doctronic,4,male,Hispanic,40,Middle (40),mild,0,chest pain,29,3,9.67,1,3,0.931,94.92,4.172,0,0,1,0,0,0,0,0,0,0,0,,
53,doctronic,5,male,Hispanic,40,Middle (40),mild,0,chest pain,35,2,17.5,1,2,0.9143,48.88,5.457,0,0,1,0,0,0,0,0,0,0,0,,
53,doctronic,6,male,Hispanic,40,Middle (40),mild,0,chest pain,27,1,27.0,1,1,0.963,47.83,5.333,0,0,7,0,0,0,0,0,0,0,0,,
53,doctronic,7,male,Hispanic,40,Middle (40),mild,0,chest pain,34,2,17.0,1,2,0.7353,75.12,3.882,0,0,1,0,0,0,0,0,0,0,0,,
53,doctronic,8,male,Hispanic,40,Middle (40),mild,0,chest pain,25,1,25.0,1,1,0.96,56.25,4.72,0,0,0,0,0,0,0,0,0,0,0,,
53,doctronic,9,male,Hispanic,40,Middle (40),mild,0,chest pain,33,2,16.5,1,2,0.8182,69.6,4.545,0,0,0,0,0,0,0,0,0,0,0,,
53,doctronic,10,male,Hispanic,40,Middle (40),mild,0,chest pain,45,3,15.0,1,2,0.8889,43.09,5.133,1,0,0,0,0,0,0,0,0,0,0,,
53,doctronic,11,male,Hispanic,40,Middle (40),mild,0,chest pain,43,2,21.5,1,1,0.814,49.26,5.14,0,0,0,1,0,0,0,0,0,0,2,,
53,doctronic,12,male,Hispanic,40,Middle (40),mild,0,chest pain,51,3,17.0,1,2,0.73,65.17,4.667,0,0,0,1,0,0,0,0,0,0,1,,
53,doctronic,13,male,Hispanic,40,Middle (40),mild,0,chest pain,30,2,15.0,1,2,0.9,64.71,4.733,0,0,0,0,0,0,0,0,0,0,0,,
53,doctronic,14,male,Hispanic,40,Middle (40),mild,0,chest pain,25,1,25.0,1,0,0.96,52.87,5.36,0,0,1,0,0,0,0,0,0,0,0,,
54,doctronic,1,male,Hispanic,40,Middle (40),mild,0,shortness of breath,14,1,14.0,1,0,0.9286,71.77,4.143,0,0,0,0,0,0,0,0,0,0,0,,
54,doctronic,2,male,Hispanic,40,Middle (40),mild,0,shortness of breath,18,1,18.0,1,0,1.0,85.16,4.389,0,0,0,0,0,0,0,0,0,0,0,,
54,doctronic,3,male,Hispanic,40,Middle (40),mild,0,shortness of breath,18,1,18.0,1,0,1.0,71.07,4.5,1,0,0,0,0,0,0,0,0,0,0,,
54,doctronic,4,male,Hispanic,40,Middle (40),mild,0,shortness of breath,14,1,14.0,1,0,0.9286,71.77,4.786,0,0,1,0,0,0,0,0,0,0,0,,
54,doctronic,5,male,Hispanic,40,Middle (40),mild,0,shortness of breath,14,1,14.0,1,0,1.0,53.64,5.5,0,0,0,0,0,0,0,0,0,0,0,,
54,doctronic,6,male,Hispanic,40,Middle (40),mild,0,shortness of breath,21,1,21.0,1,0,1.0,52.58,5.19,0,0,1,0,0,0,0,0,0,0,0,,
54,doctronic,7,male,Hispanic,40,Middle (40),mild,0,shortness of breath,17,1,17.0,1,0,1.0,60.19,5.059,0,0,0,0,1,0,0,0,0,0,0,,
54,doctronic,8,male,Hispanic,40,Middle (40),mild,0,shortness of breath,14,1,14.0,1,0,1.0,59.68,4.929,0,0,0,0,1,0,0,0,0,0,0,,
54,doctronic,9,male,Hispanic,40,Middle (40),mild,0,shortness of breath,14,1,14.0,1,0,0.9286,71.77,4.357,0,0,0,0,0,0,0,0,0,0,0,,
54,doctronic,10,male,Hispanic,40,Middle (40),mild,0,shortness of breath,10,1,10.0,1,0,1.0,95.17,4.1,0,0,0,0,0,0,0,0,0,0,0,,
54,doctronic,11,male,Hispanic,40,Middle (40),mild,0,shortness of breath,18,1,18.0,1,0,1.0,52.27,5.389,0,0,1,0,1,0,0,0,0,0,0,,
54,doctronic,12,male,Hispanic,40,Middle (40),mild,0,shortness of breath,39,2,19.5,1,1,0.9231,72.07,4.41,0,0,0,0,1,0,0,0,0,0,1,,
54,doctronic,13,male,Hispanic,40,Middle (40),mild,0,shortness of breath,23,2,11.5,1,0,0.9565,77.46,4.304,0,0,0,1,1,0,0,0,0,0,1,,
54,doctronic,14,male,Hispanic,40,Middle (40),mild,0,shortness of breath,24,2,12.0,1,0,0.9583,71.28,4.292,0,0,0,1,0,0,0,0,0,0,1,,
54,doctronic,15,male,Hispanic,40,Middle (40),mild,0,shortness of breath,22,2,11.0,1,0,0.9091,88.0,4.091,0,0,0,0,0,0,0,0,0,0,1,,
54,doctronic,16,male,Hispanic,40,Middle (40),mild,0,shortness of breath,33,2,16.5,1,0,0.8485,67.03,4.303,0,0,0,0,0,0,0,0,0,0,1,,
55,doctronic,1,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,14,1,14.0,1,0,0.9286,83.85,3.786,0,0,0,0,0,0,0,0,0,0,0,,
55,doctronic,2,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,17,1,17.0,1,1,1.0,60.19,4.706,0,0,0,0,0,0,0,0,0,0,0,,
55,doctronic,3,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,11,1,11.0,1,0,1.0,72.62,4.636,0,0,0,0,0,0,0,0,0,0,0,,
55,doctronic,4,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,38,2,19.0,1,2,0.8947,69.56,4.737,0,0,1,0,0,0,0,0,0,0,0,,
55,doctronic,5,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,28,1,28.0,1,1,0.9286,66.62,4.036,0,0,1,0,0,0,0,0,0,0,0,,
55,doctronic,6,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,8,1,8.0,1,0,1.0,71.82,4.125,0,0,0,0,0,0,0,0,0,0,0,,
55,doctronic,7,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,5,1,5.0,1,0,1.0,83.32,4.4,0,0,0,0,0,0,0,0,0,0,0,,
55,doctronic,8,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,8,1,8.0,1,0,1.0,82.39,3.75,0,0,0,0,0,0,0,0,0,0,0,,
55,doctronic,9,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,20,2,10.0,1,0,0.8,107.86,3.5,0,0,0,0,0,0,0,0,0,0,3,,
55,doctronic,10,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,27,1,27.0,1,1,0.963,44.7,5.222,0,0,1,0,0,0,0,0,0,0,0,,
55,doctronic,11,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,41,2,20.5,1,2,0.8537,49.84,5.098,0,0,0,0,0,0,0,0,0,0,0,,
55,doctronic,12,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,50,2,25.0,1,2,0.74,68.1,4.02,0,0,1,0,0,0,0,0,0,0,0,,
55,doctronic,13,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,39,2,19.5,1,2,0.8718,61.23,4.59,0,1,0,0,0,0,0,0,0,0,0,,
55,doctronic,14,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,62,3,20.67,1,1,0.8923,43.95,5.242,0,0,0,0,0,0,0,0,0,0,2,,
55,doctronic,15,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,41,3,13.67,1,3,0.8293,81.54,4.122,2,0,0,0,0,0,0,0,0,0,0,,
55,doctronic,16,male,Hispanic,40,Middle (40),moderate,1,shortness of breath,34,2,17.0,1,0,0.8824,67.66,4.529,0,0,0,0,0,0,0,0,0,0,1,,
56,doctronic,1,male,Hispanic,40,Middle (40),severe,2,shortness of breath,36,2,18.0,1,0,0.8333,78.12,4.139,0,0,1,0,0,0,1,2,0,0,1,,
56,doctronic,2,male,Hispanic,40,Middle (40),severe,2,shortness of breath,63,3,21.0,1,0,0.8671,74.06,4.492,0,3,2,0,0,1,2,2,0,0,2,,
56,doctronic,3,male,Hispanic,40,Middle (40),severe,2,shortness of breath,14,1,14.0,1,0,1.0,83.85,4.286,0,0,0,0,0,0,0,0,0,0,2,,
56,doctronic,4,male,Hispanic,40,Middle (40),severe,2,shortness of breath,40,2,20.0,1,0,0.9,70.21,4.675,0,3,2,0,0,1,1,1,0,0,2,,
56,doctronic,5,male,Hispanic,40,Middle (40),severe,2,shortness of breath,33,2,16.5,1,0,0.9091,79.85,4.242,0,0,0,0,0,0,0,1,2,0,0,,
56,doctronic,6,male,Hispanic,40,Middle (40),severe,2,shortness of breath,26,3,8.67,1,0,0.9615,77.65,4.692,0,3,0,0,0,1,1,1,0,0,1,,
56,doctronic,7,male,Hispanic,40,Middle (40),severe,2,shortness of breath,28,2,14.0,1,0,0.8929,89.9,3.964,0,0,0,0,0,0,0,0,2,0,0,,
56,doctronic,8,male,Hispanic,40,Middle (40),severe,2,shortness of breath,49,5,9.8,1,0,0.8163,93.3,3.939,0,3,0,0,0,1,1,1,2,0,1,,
56,doctronic,9,male,Hispanic,40,Middle (40),severe,2,shortness of breath,42,4,10.5,1,0,0.7381,97.48,3.643,0,0,0,0,0,0,0,0,0,0,0,,
56,doctronic,10,male,Hispanic,40,Middle (40),severe,2,shortness of breath,22,4,5.5,1,0,0.9545,93.58,3.864,0,0,0,0,0,0,0,0,0,0,1,,
56,doctronic,11,male,Hispanic,40,Middle (40),severe,2,shortness of breath,27,3,9.0,1,0,0.8889,94.3,3.889,0,0,0,0,0,0,0,0,0,1,0,,
56,doctronic,12,male,Hispanic,40,Middle (40),severe,2,shortness of breath,25,3,8.33,1,0,0.92,93.47,3.84,0,0,0,0,0,0,0,0,2,0,0,,
56,doctronic,13,male,Hispanic,40,Middle (40),severe,2,shortness of breath,15,2,7.5,1,0,0.9333,103.34,3.867,0,0,0,0,0,0,0,0,0,1,0,,
56,doctronic,14,male,Hispanic,40,Middle (40),severe,2,shortness of breath,5,2,2.5,1,0,1.0,102.78,4.0,0,0,0,0,0,0,0,0,0,0,0,,
56,doctronic,15,male,Hispanic,40,Middle (40),severe,2,shortness of breath,3,1,3.0,1,0,1.0,90.99,4.0,0,0,0,0,0,0,0,0,0,0,0,,
56,doctronic,16,male,Hispanic,40,Middle (40),severe,2,shortness of breath,5,1,5.0,1,0,1.0,117.16,4.2,0,0,0,0,0,0,0,0,0,0,0,,
57,doctronic,1,male,Hispanic,40,Middle (40),mild,0,abdominal pain,14,1,14.0,1,0,0.9286,71.77,4.143,0,0,0,0,0,0,0,0,0,0,0,,
57,doctronic,2,male,Hispanic,40,Middle (40),mild,0,abdominal pain,15,1,15.0,1,0,1.0,84.45,4.733,0,0,0,0,0,0,0,0,0,0,0,,
57,doctronic,3,male,Hispanic,40,Middle (40),mild,0,abdominal pain,34,2,17.0,1,2,0.8824,80.1,4.059,0,0,0,0,0,0,0,0,0,0,0,,
57,doctronic,4,male,Hispanic,40,Middle (40),mild,0,abdominal pain,34,3,11.33,1,2,0.9706,58.48,4.941,0,0,2,0,0,0,0,0,0,0,1,,
57,doctronic,5,male,Hispanic,40,Middle (40),mild,0,abdominal pain,44,2,22.0,1,2,0.7727,69.14,3.75,0,0,0,0,0,0,0,0,0,0,0,,
57,doctronic,6,male,Hispanic,40,Middle (40),mild,0,abdominal pain,33,1,33.0,1,1,0.8788,60.54,4.455,0,0,0,0,0,0,0,0,0,0,0,,
57,doctronic,7,male,Hispanic,40,Middle (40),mild,0,abdominal pain,42,2,21.0,1,2,0.9048,52.58,5.0,0,0,0,0,0,0,0,0,0,0,0,,
57,doctronic,8,male,Hispanic,40,Middle (40),mild,0,abdominal pain,47,2,23.5,1,1,0.8511,47.98,4.83,0,0,0,0,0,0,0,0,0,0,0,,
57,doctronic,9,male,Hispanic,40,Middle (40),mild,0,abdominal pain,51,5,10.2,1,2,0.82,78.71,4.137,0,0,0,1,0,0,0,0,0,0,3,,
57,doctronic,10,male,Hispanic,40,Middle (40),mild,0,abdominal pain,51,3,17.0,1,2,0.84,31.99,5.51,1,0,0,2,0,0,0,0,2,0,1,,
57,doctronic,11,male,Hispanic,40,Middle (40),mild,0,abdominal pain,44,3,14.67,1,2,0.75,78.51,4.0,0,0,0,0,0,0,0,0,0,0,1,,
57,doctronic,12,male,Hispanic,40,Middle (40),mild,0,abdominal pain,63,3,21.0,1,0,0.8871,51.23,5.143,0,0,0,0,0,0,0,0,2,0,2,,
58,doctronic,1,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,14,1,14.0,1,0,0.9286,83.85,3.929,0,0,0,0,0,0,0,0,0,0,0,,
58,doctronic,2,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,11,1,11.0,1,1,1.0,80.31,4.0,0,0,0,0,0,0,0,0,0,0,0,,
58,doctronic,3,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,12,1,12.0,1,0,1.0,67.76,5.167,0,0,0,0,0,0,0,0,0,0,0,,
58,doctronic,4,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,17,1,17.0,1,1,1.0,90.05,3.294,0,0,0,0,0,0,0,0,0,0,0,,
58,doctronic,5,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,17,1,17.0,1,0,0.8824,90.05,3.765,0,0,0,0,0,0,0,0,0,0,2,,
58,doctronic,6,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,22,1,22.0,1,0,1.0,57.61,4.818,0,0,0,0,0,0,0,0,0,0,0,,
58,doctronic,7,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,36,2,18.0,1,2,0.8611,68.72,4.444,0,2,0,0,0,0,1,1,0,0,0,,
58,doctronic,8,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,19,1,19.0,1,0,0.9474,76.23,4.0,0,0,0,0,0,0,0,0,0,0,0,,
58,doctronic,9,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,39,2,19.5,1,1,0.8205,52.55,4.897,0,0,0,0,0,0,0,0,0,0,1,,
58,doctronic,10,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,10,1,10.0,1,0,1.0,112.09,2.9,0,0,0,0,0,0,0,0,0,0,1,,
58,doctronic,11,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,10,1,10.0,1,0,1.0,95.17,3.7,0,0,0,0,0,0,0,0,0,0,1,,
58,doctronic,12,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,11,1,11.0,1,0,1.0,95.69,3.455,0,0,0,0,0,0,0,0,0,0,1,,
58,doctronic,13,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,26,1,26.0,1,0,0.9231,63.31,4.308,0,0,0,0,1,0,0,0,0,0,0,,
58,doctronic,14,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,43,3,14.33,1,3,0.7674,78.18,4.512,0,0,1,0,0,0,0,0,0,0,0,,
58,doctronic,15,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,21,1,21.0,1,1,0.9048,56.61,4.714,0,0,0,0,0,0,0,0,0,0,0,,
58,doctronic,16,male,Hispanic,40,Middle (40),moderate,1,abdominal pain,42,1,42.0,1,0,0.881,35.29,4.786,1,1,0,0,0,0,0,0,0,0,0,,
59,doctronic,1,male,Hispanic,40,Middle (40),severe,2,abdominal pain,16,1,16.0,1,0,0.9375,84.84,4.062,0,0,0,0,0,0,0,0,0,0,0,,
59,doctronic,2,male,Hispanic,40,Middle (40),severe,2,abdominal pain,12,1,12.0,1,0,1.0,67.76,5.167,0,0,0,0,0,0,0,0,0,0,0,,
59,doctronic,3,male,Hispanic,40,Middle (40),severe,2,abdominal pain,14,1,14.0,1,0,0.9286,77.81,4.571,0,0,0,0,0,0,0,0,0,0,0,,
59,doctronic,4,male,Hispanic,40,Middle (40),severe,2,abdominal pain,17,1,17.0,1,0,1.0,55.22,4.588,0,2,0,0,0,0,1,1,0,0,0,,
59,doctronic,5,male,Hispanic,40,Middle (40),severe,2,abdominal pain,21,1,21.0,1,0,1.0,-3.82,6.381,1,0,0,0,0,0,1,1,0,0,0,,
59,doctronic,6,male,Hispanic,40,Middle (40),severe,2,abdominal pain,18,1,18.0,1,0,1.0,47.56,5.333,0,0,0,0,0,0,0,0,0,0,0,,
59,doctronic,7,male,Hispanic,40,Middle (40),severe,2,abdominal pain,14,1,14.0,1,0,1.0,59.68,4.929,0,0,0,0,0,0,0,0,0,0,0,,
59,doctronic,8,male,Hispanic,40,Middle (40),severe,2,abdominal pain,17,1,17.0,1,0,1.0,75.12,4.294,0,0,0,0,0,0,0,0,0,0,0,,
59,doctronic,9,male,Hispanic,40,Middle (40),severe,2,abdominal pain,17,1,17.0,1,0,0.9412,50.24,5.059,0,0,0,0,0,0,1,1,0,0,0,,
59,doctronic,10,male,Hispanic,40,Middle (40),severe,2,abdominal pain,17,1,17.0,1,0,0.9412,30.33,5.765,0,0,0,0,0,0,0,0,0,0,0,,
59,doctronic,11,male,Hispanic,40,Middle (40),severe,2,abdominal pain,17,1,17.0,1,0,0.9412,70.14,4.471,0,0,0,0,0,0,0,0,0,0,0,,
59,doctronic,12,male,Hispanic,40,Middle (40),severe,2,abdominal pain,16,1,16.0,1,0,1.0,79.56,3.812,0,0,0,0,0,0,0,0,0,0,1,,
59,doctronic,13,male,Hispanic,40,Middle (40),severe,2,abdominal pain,50,3,16.67,1,1,0.84,69.79,4.64,0,0,0,0,0,0,1,1,0,0,0,,
59,doctronic,14,male,Hispanic,40,Middle (40),severe,2,abdominal pain,16,1,16.0,1,0,1.0,68.98,4.875,0,0,0,0,0,0,1,1,0,0,1,,
